<TIMESTAMP>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1484262120,822.21,822.98,822.21,822.82,9344.982800799999
1484262180,822.35,822.87,822.35,822.87,7491.298180399999
1484262240,822.99,822.99,822.99,822.99,3456.5820971000003
1484262300,822.99,822.99,822.99,822.99,0.0361704105
1484262360,822.99,822.99,822.97,822.97,2850.9497133
1484262420,822.92,822.92,822.92,822.92,581.46555331
1484262480,822.92,822.92,822.92,822.92,8.2533444728
1484262540,822.91,822.91,818.01,822.06,19749.389553
1484262600,821.92,821.92,818.22,819.44,2251.5421125999997
1484262660,820.22,821.19,820.22,821.11,248.50737914
1484262720,820.96,820.96,820.95,820.96,432.1544028
1484262780,820.96,825.0,820.96,822.74,49886.198093
1484262840,823.47,823.49,823.47,823.49,75.909788217
1484262900,823.48,823.49,823.47,823.47,1235.1432895
1484262960,823.5,823.5,823.48,823.48,24.191448438000002
1484263020,823.47,823.89,822.75,822.75,9885.5259343
1484263080,822.64,824.78,822.64,822.73,23403.317248
1484263140,822.68,823.84,815.55,823.84,26137.675959
1484263200,822.29,822.29,821.92,821.92,18.23480752
1484263260,821.93,824.71,821.93,823.3,10684.120323000001
1484263320,824.66,824.66,821.91,821.91,8503.5337742
1484263380,821.96,821.97,821.96,821.97,104.03582515
1484263440,821.96,821.97,821.96,821.97,104.03582515
1484263500,821.97,825.0,821.97,825.0,7528.0282277999995
1484263560,823.69,823.69,823.68,823.68,65.8946
1484263620,822.74,823.7,822.74,823.7,5079.572485000001
1484263680,822.73,822.73,821.0,821.0,5195.1331245
1484263740,822.02,822.69,822.01,822.69,5936.4290853
1484263800,822.54,822.54,821.0,821.0,174.06559215
1484263860,821.0,821.0,817.96,817.96,5023.7563732
1484263920,819.03,819.04,818.09,818.61,75.981672099
1484263980,818.62,818.62,813.0,813.0,10903.550631999999
1484264040,813.57,813.85,806.71,808.29,17913.047481999998
1484264100,808.63,811.5,808.41,810.92,13350.846731
1484264160,809.2,813.82,809.02,813.82,51063.394329
1484264220,809.26,809.92,809.26,809.32,20095.79868
1484264280,809.32,809.7,809.32,809.7,4226.0093044
1484264340,809.69,809.7,809.69,809.7,23266.738198
1484264400,809.69,809.75,809.69,809.75,11257.686036
1484264460,809.75,809.82,809.75,809.82,4730.12526
1484264520,809.82,809.82,809.82,809.82,310.38072368
1484264580,809.82,809.82,809.82,809.82,203.56711771
1484264640,810.1,815.47,810.1,815.47,800.12427129
1484264700,814.63,814.63,813.86,813.86,46.616955615
1484264760,814.19,814.19,813.06,813.06,8462.896067399999
1484264820,812.88,812.88,812.88,812.88,941.99891594
1484264880,812.88,812.88,812.88,812.88,3259.6488
1484264940,812.87,812.87,810.71,812.53,832.4496243
1484265000,812.87,812.87,810.71,812.53,832.4496243
1484265060,812.25,812.25,812.25,812.25,16.245
1484265120,812.25,812.25,812.25,812.25,333.0225
1484265180,812.25,812.25,810.11,810.11,19230.880406
1484265240,812.1,812.25,812.1,812.23,4526.844449499999
1484265300,812.24,812.24,812.24,812.24,422.3648
1484265360,812.24,812.24,812.24,812.24,97.4688
1484265420,812.24,812.24,812.24,812.24,97.4688
1484265480,812.24,812.25,812.24,812.25,4617.2515381
1484265540,812.24,812.25,812.24,812.25,4617.2515381
1484265600,812.25,812.25,812.25,812.25,17.5446
1484265660,812.24,812.25,812.24,812.25,14751.866293000001
1484265720,812.24,812.25,812.24,812.25,14751.866293000001
1484265780,812.23,812.23,810.11,810.17,11865.330621
1484265840,810.17,810.17,810.17,810.17,2430.51
1484265900,810.17,810.17,810.17,810.17,2430.51
1484265960,810.22,810.25,810.22,810.25,141.79345
1484266020,810.25,812.39,810.12,812.39,10729.928115
1484266080,812.38,812.38,812.38,812.38,97.509792676
1484266140,812.38,812.38,812.38,812.38,200.15754765
1484266200,812.38,812.38,812.38,812.38,146.25262517
1484266260,812.38,812.38,812.38,812.38,0.0242414192
1484266320,812.38,812.38,812.38,812.38,10171.964332
1484266380,812.37,812.37,810.27,810.27,4889.3546053
1484266440,810.47,811.86,810.27,811.58,5254.9783272
1484266500,811.58,813.0,811.58,812.93,12971.149608
1484266560,812.89,812.89,812.86,812.89,2615.7101647
1484266620,812.92,812.94,812.92,812.94,3735.0267229
1484266680,812.92,812.95,812.92,812.95,8683.9291849
1484266740,812.95,812.95,812.95,812.95,306.28306667
1484266800,812.98,812.98,812.98,812.98,97.58186745299999
1484266860,812.98,812.98,812.98,812.98,8.1540837126
1484266920,812.98,812.98,812.98,812.98,8.1540837126
1484266980,812.98,812.99,812.98,812.98,4453.1453405
1484267040,812.99,813.0,812.99,812.99,1474.1341806
1484267100,813.0,813.0,813.0,813.0,40.66214622
1484267160,813.0,814.22,813.0,813.26,17010.491851
1484267220,814.25,815.42,814.25,815.25,3976.3728981
1484267280,815.48,815.48,815.26,815.48,19.910153228
1484267340,815.47,815.5,815.47,815.5,114.17991232
1484267400,815.5,815.77,815.5,815.77,10081.286629
1484267460,815.51,815.51,812.99,812.99,9460.057889200001
1484267520,815.49,815.49,808.39,813.85,47614.987714999996
1484267580,813.83,813.83,813.75,813.75,813.8068496000001
1484267640,813.8,815.74,813.8,815.74,4408.1871974
1484267700,813.8,815.74,813.8,815.74,4408.1871974
1484267760,815.18,815.18,811.45,811.45,3932.3919094999997
1484267820,815.18,815.18,811.45,811.45,3932.3919094999997
1484267880,811.81,811.81,810.05,810.1,7824.431716
1484267940,811.8,811.8,811.06,811.11,256.47112723
1484268000,811.03,811.03,810.97,810.97,81.1012
1484268060,810.15,811.19,810.15,811.19,5395.9785346
1484268120,810.15,811.19,810.15,811.19,5395.9785346
1484268180,810.15,811.19,810.15,811.19,5395.9785346
1484268240,810.15,811.19,810.15,811.19,5395.9785346
1484268300,811.12,811.13,811.11,811.13,6099.451461
1484268360,810.71,810.71,810.5,810.5,81.06166400000001
1484268420,810.71,810.71,810.5,810.5,81.06166400000001
1484268480,810.45,811.24,810.45,811.24,9216.1183112
1484268540,810.36,810.36,810.3,810.3,56.724333683999994
1484268600,810.3,810.3,810.11,810.11,1319.3410103
1484268660,810.06,810.06,810.06,810.06,62.131602
1484268720,810.02,810.05,810.02,810.05,4875.229931
1484268780,810.02,810.05,810.02,810.05,4875.229931
1484268840,810.02,810.05,810.02,810.05,4875.229931
1484268900,810.05,810.05,810.05,810.05,554.0742
1484268960,810.05,811.09,810.05,811.09,761.4699072999999
1484269020,811.09,812.1,811.09,812.09,28016.740817
1484269080,812.09,813.54,812.09,813.54,10380.265384999999
1484269140,813.55,815.73,813.55,815.73,4599.764478800001
1484269200,814.45,814.62,814.45,814.62,13.788519685999999
1484269260,814.62,815.62,814.62,815.62,4046.7372256999997
1484269320,815.63,815.63,815.63,815.63,2526.9800375
1484269380,815.63,815.63,815.63,815.63,2526.9800375
1484269440,815.64,815.8,815.64,815.79,4598.1375768
1484269500,815.78,816.08,815.78,816.08,231.73205619
1484269560,816.08,816.22,816.08,816.22,82.11904859
1484269620,816.08,816.22,816.08,816.22,82.11904859
1484269680,816.22,816.22,816.21,816.22,17.994301407000002
1484269740,816.22,816.22,816.21,816.21,12.823147259
1484269800,816.21,816.21,816.21,816.21,408.105
1484269860,816.21,816.21,816.21,816.21,408.105
1484269920,816.21,816.21,816.21,816.21,408.105
1484269980,816.22,816.24,816.22,816.24,1632.4572108
1484270040,816.24,816.56,816.24,816.56,669.19406969
1484270100,816.56,816.8,816.56,816.66,3292.7420586
1484270160,816.75,817.11,816.56,817.11,11692.408068
1484270220,816.75,817.11,816.56,817.11,11692.408068
1484270280,816.75,817.11,816.56,817.11,11692.408068
1484270340,816.71,816.71,816.71,816.71,2629.8062
1484270400,816.71,816.71,816.71,816.71,2629.8062
1484270460,816.71,816.71,816.71,816.71,2629.8062
1484270520,817.0,817.0,817.0,817.0,20.425
1484270580,817.0,817.0,817.0,817.0,40.85
1484270640,817.0,817.02,817.0,817.02,5918.5240608
1484270700,817.0,817.02,817.0,817.02,5918.5240608
1484270760,817.1,817.13,817.09,817.09,4508.288105600001
1484270820,817.1,817.13,817.09,817.09,4508.288105600001
1484270880,817.11,817.11,817.11,817.11,49.0266
1484270940,817.11,817.11,817.11,817.11,3738.5887518
1484271000,817.11,817.11,817.11,817.11,3738.5887518
1484271060,817.12,817.12,817.12,817.12,10.00073168
1484271120,817.12,817.12,813.59,813.59,8069.982304699999
1484271180,817.12,817.12,813.59,813.59,8069.982304699999
1484271240,816.07,816.07,816.07,816.07,40.8035
1484271300,816.07,817.06,816.07,817.06,4262.9301678
1484271360,816.86,818.28,816.86,817.54,15560.779306999999
1484271420,817.32,817.32,817.32,817.32,259.95235298
1484271480,817.32,817.32,817.32,817.32,259.95235298
1484271540,817.33,817.33,817.33,817.33,119.29416844
1484271600,817.34,818.12,817.34,818.12,10685.667599
1484271660,818.27,818.27,818.27,818.27,114.5578
1484271720,818.27,818.29,816.91,818.08,19327.440161000002
1484271780,818.07,818.08,817.16,817.17,3518.0241644000002
1484271840,817.17,817.17,817.17,817.17,408.585
1484271900,817.17,817.17,817.17,817.17,408.585
1484271960,817.24,817.24,817.24,817.24,7881.846662800001
1484272020,817.24,817.24,817.24,817.24,7881.846662800001
1484272080,817.28,817.28,817.27,817.28,4031.4774104000003
1484272140,817.28,817.28,817.28,817.28,24.5184
1484272200,817.28,817.28,817.28,817.28,24.5184
1484272260,817.28,817.28,817.28,817.28,24.5184
1484272320,817.27,817.77,817.27,817.77,18705.190629
1484272380,817.26,817.26,817.22,817.22,81.723911841
1484272440,817.23,817.23,817.23,817.23,16.3446
