<TIMESTAMP>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1483234380,968.65,969.07,968.64,969.07,327.96623356
1483234440,968.6,969.34,968.6,969.34,73.050250982
1483234500,968.6,969.34,968.6,969.34,73.050250982
1483234560,968.6,969.34,968.6,969.34,73.050250982
1483234620,968.6,969.34,968.6,969.34,73.050250982
1483234680,969.34,970.21,969.34,970.21,4850.878101
1483234740,970.01,970.24,970.01,970.24,8159.0582623
1483234800,970.23,970.87,970.1,970.86,2022.1216747
1483234860,970.68,970.68,969.86,970.22,488.51752300000004
1483234920,969.85,970.42,969.85,970.42,470.02803931
1483234980,970.46,970.61,970.46,970.61,1390.2787914
1483235040,970.53,970.61,970.53,970.61,635.3594893
1483235100,970.54,970.54,970.54,970.54,526.3529582
1483235160,970.54,970.61,970.54,970.61,3786.8752537
1483235220,970.67,970.67,970.67,970.67,369.56318910000005
1483235280,970.67,970.68,970.67,970.68,2830.0173769000003
1483235340,970.68,970.68,970.68,970.68,308.8994964
1483235400,970.68,970.68,970.68,970.68,589.04114178
1483235460,970.68,970.68,970.68,970.68,589.04114178
1483235520,970.69,970.69,970.68,970.68,1569.3782104
1483235580,970.69,970.69,970.69,970.69,112.60003999999999
1483235640,970.69,970.69,970.69,970.69,2907.1874293
1483235700,971.04,971.06,971.04,971.06,228.198156
1483235760,970.77,970.77,970.69,970.69,178.86146340000002
1483235820,971.04,971.54,971.04,971.04,16867.969787
1483235880,971.04,971.04,970.49,970.49,3878.1550725
1483235940,971.04,971.04,970.49,970.49,3878.1550725
1483236000,970.49,970.5,970.49,970.5,508.65656961
1483236060,970.49,970.5,970.49,970.5,508.65656961
1483236120,970.49,970.5,970.49,970.5,508.65656961
1483236180,970.5,970.69,970.5,970.69,2879.895128
1483236240,970.5,970.69,970.5,970.69,2879.895128
1483236300,971.27,971.27,971.27,971.27,406.5250585
1483236360,971.27,971.96,971.14,971.14,321.0363173
1483236420,971.95,971.95,971.95,971.95,50.502522
1483236480,971.32,971.32,971.32,971.32,69.7990552
1483236540,971.32,971.32,971.32,971.32,69.7990552
1483236600,971.95,971.96,971.95,971.96,1267.6381952
1483236660,971.95,971.95,971.95,971.95,300.5172205
1483236720,971.95,971.95,971.95,971.95,800.614654
1483236780,971.95,971.99,971.95,971.99,292.9354462
1483236840,971.95,971.99,971.95,971.99,292.9354462
1483236900,971.95,971.99,971.95,971.99,292.9354462
1483236960,971.98,971.99,971.34,971.34,893.88812299
1483237020,971.98,971.98,970.86,970.86,2792.8892217
1483237080,971.85,971.85,970.86,970.87,2109.9138264000003
1483237140,971.46,971.9,970.86,970.94,3321.1922053000003
1483237200,971.45,971.67,970.94,971.67,566.03097505
1483237260,971.48,971.7,971.15,971.15,1227.9502724000001
1483237320,971.57,971.7,971.15,971.15,657.6687295
1483237380,971.2,971.2,970.86,971.0,1515.6957300000001
1483237440,970.96,971.49,970.87,970.87,1688.7866298000001
1483237500,970.88,971.38,970.87,971.38,1142.5323435
1483237560,970.9,971.23,970.39,971.23,6226.6012988
1483237620,971.12,971.53,970.42,970.72,1323.3023525
1483237680,971.01,971.53,970.74,970.74,2075.1186489
1483237740,971.45,971.48,970.75,970.75,1149.2641595
1483237800,970.75,970.75,970.74,970.74,2675.1087386
1483237860,970.75,970.78,970.74,970.74,4485.6858045
1483237920,971.28,971.28,970.74,971.17,1159.0311484000001
1483237980,970.76,971.11,970.6,971.11,7235.2250637
1483238040,971.22,971.23,970.62,971.05,1259.193065
1483238100,970.62,970.62,970.01,970.04,4864.2621375
1483238160,970.2,970.46,969.11,970.46,3926.5963447999998
1483238220,970.33,970.33,969.01,969.01,245.16482870000002
1483238280,969.94,970.04,969.03,969.68,208.81924954
1483238340,969.66,970.1,969.65,970.1,349.61597564
1483238400,969.99,969.99,969.03,969.03,329.3259374
1483238460,969.59,969.72,969.59,969.72,803.94090947
1483238520,969.04,969.67,969.02,969.49,1210.5227384000002
1483238580,969.47,969.47,969.03,969.03,186.4436363
1483238640,969.22,969.24,969.19,969.19,1587.5059605000001
1483238700,969.19,969.19,969.14,969.14,723.2619152000001
1483238760,969.04,969.04,969.04,969.04,4845.2
1483238820,969.04,969.04,969.04,969.04,2208.8685376
1483238880,969.04,969.04,969.04,969.04,225.4374656
1483238940,969.03,969.03,968.43,968.43,9687.367531799999
1483239000,968.53,968.53,967.77,967.77,5279.2350975
1483239060,967.76,967.76,967.41,967.41,1696.6370152
1483239120,967.41,967.41,967.0,967.05,681.0575951000001
1483239180,967.24,967.25,967.24,967.25,1791.0833425
1483239240,967.25,967.25,967.25,967.25,250.33397250000002
1483239300,967.25,967.25,967.25,967.25,422.5238175
1483239360,967.25,967.25,967.25,967.25,5256.5393152
1483239420,967.25,968.45,967.25,968.45,935.1037984999999
1483239480,968.11,968.84,967.8,967.8,6654.843575100001
1483239540,967.94,967.95,967.94,967.95,384.447881
1483239600,967.83,967.83,967.8,967.8,9550.78841
1483239660,967.8,967.8,967.8,967.8,246.169608
1483239720,967.93,967.94,967.93,967.94,1238.5735240000001
1483239780,967.87,967.94,967.87,967.94,392.92501021
1483239840,967.94,967.94,967.87,967.94,722.21837534
1483239900,967.88,967.95,967.86,967.95,4744.8227664
1483239960,967.95,968.53,967.95,968.52,1094.014169
1483240020,968.53,969.25,968.53,969.02,2360.6327501999995
1483240080,969.01,969.25,969.01,969.25,1078.2177082
1483240140,969.23,969.26,969.06,969.06,1130.3809322
1483240200,969.04,969.46,969.04,969.46,2008.5542653999998
1483240260,969.46,969.46,969.46,969.46,84.64355259999999
1483240320,969.46,969.46,969.46,969.46,47.552013
1483240380,969.47,969.47,969.47,969.47,20.591542800000003
1483240440,969.23,969.23,969.23,969.23,341.4112675
1483240500,969.24,969.24,968.35,968.35,2807.403264
1483240560,969.08,969.28,969.08,969.28,775.31666501
1483240620,968.72,969.29,968.72,969.29,431.1499636
1483240680,968.72,969.29,968.72,969.29,431.1499636
1483240740,968.72,969.29,968.72,969.29,431.1499636
1483240800,969.27,969.28,969.23,969.28,250.6687936
1483240860,969.37,969.44,968.45,968.45,1731.2823827999998
1483240920,968.47,968.83,968.21,968.83,3044.0035369
1483240980,968.2,968.2,968.2,968.2,48.536040276
1483241040,968.86,969.12,967.82,967.82,24432.110659
1483241100,969.04,969.05,967.81,967.81,1153.0075122
1483241160,967.81,968.59,967.62,967.65,4824.0670905
1483241220,968.34,968.71,967.75,967.75,5816.5103827
1483241280,968.48,968.87,968.14,968.83,6500.6240033
1483241340,968.74,968.74,967.91,968.38,5040.497942800001
1483241400,968.15,968.32,967.92,967.92,1372.8680385
1483241460,968.32,968.33,967.88,967.88,1051.6647343
1483241520,968.32,968.32,968.32,968.32,95.0212416
1483241580,967.93,967.93,967.92,967.92,529.2306183999999
1483241640,967.93,968.51,967.86,968.5,6646.1918453
1483241700,968.02,968.42,967.88,968.42,1045.9443862
1483241760,968.28,968.51,968.28,968.5,3281.9819297
1483241820,968.66,968.72,968.66,968.7,382.86917860000005
1483241880,968.51,968.53,968.51,968.53,238.60603019999996
1483241940,968.5,968.5,967.98,967.98,154.61410905
1483242000,968.12,968.21,968.12,968.21,419.6063983
1483242060,968.21,968.21,968.21,968.21,287.5196416
1483242120,968.0,968.21,967.97,968.21,541.78344093
1483242180,968.28,968.28,968.28,968.28,217.5144192
1483242240,968.29,968.6,968.29,968.6,2768.9834165999996
1483242300,968.04,968.04,968.03,968.03,149.49390475
1483242360,968.54,968.54,968.54,968.54,1251.8185792000002
1483242420,968.21,968.67,968.21,968.67,663.5653949
1483242480,968.56,968.56,968.17,968.17,320.0035328
1483242540,968.61,968.61,968.61,968.61,430.06284000000005
1483242600,968.52,968.52,968.52,968.52,164.33847360000001
1483242660,968.2,968.53,967.58,968.52,1072.1948729
1483242720,968.43,968.73,968.27,968.27,4553.4222494
1483242780,968.72,968.72,967.72,968.65,5282.6988631
1483242840,968.1,968.4,967.57,968.4,666.3629119
1483242900,968.4,968.4,967.67,967.67,245.8386781
1483242960,967.97,968.43,967.97,968.43,2390.63998
1483243020,968.07,968.18,968.07,968.18,1301.5363447999998
1483243080,968.11,968.11,967.8,967.8,562.66099578
1483243140,968.07,968.14,968.07,968.14,1115.7695368
1483243200,968.17,968.62,967.89,967.89,9709.189341299998
1483243260,968.51,968.54,968.51,968.52,2834.5599335
1483243320,968.53,968.54,968.49,968.49,1040.7619177000001
1483243380,968.47,968.47,968.07,968.07,483.26770639999995
1483243440,968.07,968.45,968.07,968.45,148.6669503
1483243500,967.96,967.96,967.25,967.25,9169.4669059
1483243560,968.2,968.22,967.99,967.99,393.30528578
1483243620,968.0,968.0,968.0,968.0,557.93584
1483243680,968.0,968.09,968.0,968.09,240.38601490000002
1483243740,968.1,968.11,968.1,968.11,204.90821719999997
1483243800,968.05,968.05,968.05,968.05,232.88378849999998
1483243860,968.05,968.05,967.88,968.05,154.36356657
1483243920,968.04,968.04,967.87,967.87,408.2812112
1483243980,968.05,968.05,968.05,968.05,416.9294545
1483244040,967.87,968.1,967.87,968.1,356.8045965
1483244100,967.87,967.87,967.87,967.87,120.10298829999999
1483244160,968.09,968.12,968.09,968.12,1124.9194763
1483244220,968.12,968.12,968.12,968.12,1114.8928104
1483244280,968.12,968.12,968.11,968.11,1101.7379146
1483244340,968.12,968.12,968.11,968.11,1227.8908226
1483244400,968.11,968.11,967.89,967.89,1231.4711365
1483244460,967.89,968.11,967.89,967.89,1430.2097227
1483244520,968.11,968.11,967.89,967.89,627.786335
1483244580,968.11,968.11,968.11,968.11,701.8894311
1483244640,968.11,968.11,967.91,967.91,683.78154001
1483244700,968.1,968.11,967.91,967.91,753.1655991
1483244760,967.91,967.99,967.32,967.99,4561.3090557
1483244820,967.22,967.95,967.0,967.76,2546.0033101999998
1483244880,967.74,967.76,967.01,967.01,423.7786535
1483244940,967.73,967.73,967.73,967.73,99.20200229999999
1483245000,967.22,967.75,967.22,967.75,617.8420258
1483245060,967.22,967.23,967.03,967.03,2229.3387629
1483245120,967.39,967.39,967.0,967.0,2934.7083015999997
1483245180,967.57,967.58,967.57,967.58,675.57970717
1483245240,967.4,967.4,967.39,967.39,315.22595079999996
1483245300,967.69,967.69,967.04,967.04,335.13857678
1483245360,967.71,967.71,966.71,966.71,1487.2084349000002
1483245420,967.67,967.72,967.67,967.67,145.01367508
1483245480,967.66,967.66,967.39,967.39,129.87387974
1483245540,967.07,967.07,966.64,966.64,625.53818248
1483245600,967.17,967.17,966.81,966.81,27.5192502
1483245660,967.16,967.3,967.16,967.3,1193.388911
1483245720,966.93,966.93,966.81,966.81,900.22445949
1483245780,966.97,967.36,966.97,967.36,249.20535755
1483245840,966.97,967.36,966.97,967.36,249.20535755
1483245900,967.38,967.7,967.38,967.7,3057.8863985999997
1483245960,967.71,967.71,967.71,967.71,1940.2295187
1483246020,967.39,967.71,967.39,967.71,949.5156252999999
1483246080,967.71,967.71,967.69,967.69,547.2283279
1483246140,967.7,967.84,967.69,967.84,649.2403732
1483246200,967.69,967.87,967.69,967.87,81.9941737
1483246260,967.69,968.04,967.29,968.04,3005.5683213
1483246320,967.78,968.03,967.7,968.03,1647.4053914
1483246380,968.02,968.02,967.73,967.73,61.659762300000004
1483246440,967.99,968.0,967.99,968.0,287.44557637
1483246500,968.0,968.0,967.67,967.67,2649.808018
1483246560,968.0,968.0,968.0,968.0,220.11352000000002
1483246620,967.72,967.72,967.65,967.66,2298.5589301
1483246680,967.98,968.11,967.98,968.1,1253.2162962000002
1483246740,968.11,968.11,968.1,968.1,2236.9253429
1483246800,968.1,968.1,967.73,967.73,299.56395002
1483246860,967.73,967.73,967.29,967.29,9674.495396200002
1483246920,967.3,967.3,966.61,966.61,9669.7240004
1483246980,966.95,967.09,966.03,966.03,9663.9555044
1483247040,966.38,966.58,965.77,966.58,3306.9565586
1483247100,965.93,965.93,965.93,965.93,18.3913072
1483247160,966.47,966.47,965.15,965.15,16025.225513999998
1483247220,965.12,965.88,964.64,964.64,7470.8390588
1483247280,964.83,964.83,964.37,964.37,461.23150314
1483247340,964.66,964.66,964.66,964.66,85.70039440000001
1483247400,964.66,964.66,964.66,964.66,96.3791806
1483247460,965.26,966.0,965.06,966.0,446.95029153
1483247520,965.51,966.04,965.49,965.99,2325.2503592
1483247580,966.0,966.01,966.0,966.01,2734.2717380999998
1483247640,966.01,966.01,966.01,966.01,3003.7791147
1483247700,966.01,966.15,966.01,966.15,3556.6251362
1483247760,966.15,966.26,966.15,966.24,194.551321
1483247820,966.25,966.28,966.16,966.23,759.0098541
1483247880,966.22,966.29,966.22,966.29,76.487008285
1483247940,966.29,966.29,966.29,966.29,223.46422540000003
1483248000,966.29,966.33,966.09,966.09,5218.9659028999995
1483248060,966.36,966.43,966.36,966.41,495.08476824
1483248120,966.42,966.57,966.27,966.57,1670.8295140999999
1483248180,966.57,966.59,966.57,966.58,155.4479521
1483248240,966.25,966.26,964.63,964.63,27461.779679000003
1483248300,966.23,966.27,965.8,965.8,116.51696867
1483248360,965.76,965.76,965.61,965.61,177.10649009999997
1483248420,966.06,966.09,966.04,966.05,2997.8655688
1483248480,966.07,966.29,966.07,966.13,258.6167817
1483248540,966.03,966.15,966.03,966.15,61.5665439
1483248600,966.23,966.24,966.23,966.23,1824.0490032000002
1483248660,966.23,966.23,966.23,966.23,40.6492961
1483248720,965.74,966.16,965.74,966.16,251.22262128
1483248780,966.22,966.22,964.78,964.78,3055.7704218000003
1483248840,965.84,965.84,965.84,965.84,328.10550639999997
1483248900,965.78,965.92,965.59,965.62,1222.317405
1483248960,965.93,966.28,965.2,965.28,12785.900338
1483249020,965.56,965.56,965.55,965.55,2896.6543456
1483249080,966.01,966.01,966.01,966.01,84.668226234
1483249140,965.87,965.87,964.91,964.91,5057.7394582
1483249200,965.4,965.4,964.73,964.73,8559.3676941
1483249260,965.35,965.88,965.35,965.88,151.6093776
1483249320,965.59,965.93,965.59,965.93,780.32839556
1483249380,965.92,966.03,965.92,966.03,402.0961593
1483249440,965.92,966.03,965.92,966.03,402.0961593
1483249500,965.62,966.58,965.62,966.58,942.21951237
1483249560,965.62,965.68,965.62,965.68,2486.3641901
1483249620,965.68,965.68,965.68,965.68,498.41641839999994
1483249680,965.67,965.69,965.67,965.69,1101.0717386
1483249740,965.71,966.57,965.71,966.08,255.36769294
1483249800,966.07,966.07,966.07,966.07,686.0642712
1483249860,966.07,966.64,966.07,966.64,1663.8988669999999
1483249920,966.63,966.63,966.63,966.63,63.194673536
1483249980,966.53,966.53,966.53,966.53,45.9488362
1483250040,966.49,966.58,966.49,966.58,44.635337400000004
1483250100,966.61,966.84,966.61,966.84,224.7219626
1483250160,966.83,966.83,966.83,966.83,58.2901807
1483250220,966.9,966.9,966.9,966.9,172.214559
1483250280,966.91,966.92,966.91,966.92,28.5047016
1483250340,966.91,966.92,966.91,966.92,28.5047016
1483250400,966.92,967.0,966.92,966.99,300.8408897
1483250460,966.74,966.74,966.7,966.7,452.22513873
1483250520,966.98,966.98,966.8,966.8,592.1995164
1483250580,966.79,966.79,966.75,966.79,604.4967833
1483250640,966.79,966.79,966.75,966.79,604.4967833
1483250700,966.81,966.81,966.81,966.81,226.0305099
1483250760,966.82,966.82,966.52,966.53,2820.9040094
1483250820,966.64,966.65,966.13,966.13,2510.4107484
1483250880,966.0,966.73,966.0,966.7,2423.8851114
1483250940,966.6,966.6,966.51,966.57,414.87670860000003
1483251000,966.55,966.8,966.55,966.8,1348.384128
1483251060,966.18,966.18,966.18,966.18,83.22674520000001
1483251120,966.17,966.7,966.17,966.7,351.9076474
1483251180,966.41,966.42,966.17,966.17,1180.9063471
1483251240,966.82,966.82,966.82,966.82,325.383271
1483251300,966.16,966.51,966.04,966.17,483.89364213
1483251360,966.47,966.47,966.2,966.39,665.66209898
1483251420,966.42,966.42,966.42,966.42,3264.5052667
1483251480,966.43,966.75,966.43,966.74,1304.5621452
1483251540,966.74,966.74,965.73,966.63,2223.6804306
1483251600,966.63,966.78,966.63,966.76,592.26444664
1483251660,966.79,966.79,966.79,966.79,1804.8035719999998
1483251720,966.83,966.95,966.82,966.82,438.667482
1483251780,966.81,966.81,966.08,966.08,4825.402996100001
1483251840,966.77,966.81,966.65,966.81,654.4435212999999
1483251900,966.8,966.8,966.32,966.32,370.0494856
1483251960,966.34,966.34,965.78,965.78,3119.1682574
1483252020,965.94,966.33,965.41,966.3,1659.2615732000002
1483252080,966.31,966.35,965.71,965.71,1823.8437039
1483252140,965.93,966.05,965.78,966.05,338.54427200000003
1483252200,965.84,965.88,965.81,965.88,355.2838028
1483252260,965.74,965.75,964.54,965.57,1327.7131309000001
1483252320,964.87,964.92,964.87,964.92,5213.984696
1483252380,965.55,965.56,964.87,964.87,460.02546090000004
1483252440,965.19,965.28,965.18,965.28,910.7574908
1483252500,965.5,965.92,965.5,965.92,145.76995580000002
1483252560,965.91,966.25,965.91,966.25,512.9427445
1483252620,966.29,967.05,966.29,967.05,4970.3046275
1483252680,967.22,968.04,967.22,968.04,884.70237157
1483252740,968.05,968.21,968.05,968.21,1095.3339485
1483252800,968.22,968.58,968.22,968.58,315.98315982
1483252860,968.58,969.19,968.58,969.19,2500.2415738
1483252920,969.32,969.63,969.32,969.62,1673.1101182
1483252980,969.54,969.54,969.54,969.54,45.277518
1483253040,969.45,969.45,969.45,969.45,160.67664299999998
1483253100,969.35,969.6,969.35,969.36,1340.4457644000001
1483253160,969.36,969.37,969.36,969.37,2278.9073884
1483253220,969.37,969.37,969.37,969.37,225.0295518
1483253280,969.36,969.36,968.69,969.13,308.08277389999995
1483253340,969.07,969.21,969.07,969.14,335.72530439999997
1483253400,968.71,968.71,968.7,968.7,99.922405
1483253460,968.76,969.02,968.13,969.02,1089.9895322999998
1483253520,969.02,969.12,969.02,969.12,99.965981655
1483253580,968.99,968.99,968.99,968.99,20.9786335
1483253640,968.67,968.91,968.31,968.91,1070.5939987
1483253700,968.92,969.01,968.92,969.01,123.03235409
1483253760,968.93,968.98,968.93,968.98,70.33645820000001
1483253820,968.8,969.19,968.44,969.19,1411.6218537999998
1483253880,968.8,969.19,968.44,969.19,1411.6218537999998
1483253940,969.35,969.45,969.35,969.45,23.653579999999998
1483254000,969.45,970.0,969.34,970.0,579.99992581
1483254060,969.99,969.99,969.64,969.64,143.3858132
1483254120,969.98,970.45,969.73,970.45,6304.7647422
1483254180,969.88,970.48,969.88,970.48,354.9598236
1483254240,969.99,970.56,969.35,969.35,2989.5644085
1483254300,969.94,970.5,969.83,969.83,2254.7121905
1483254360,969.89,970.48,969.24,969.24,4923.8094634
1483254420,969.69,969.69,969.16,969.2,9582.183200700001
1483254480,969.8,969.81,969.8,969.81,141.0966569
1483254540,969.8,969.82,969.8,969.82,1960.8804194000002
1483254600,969.81,969.85,969.51,969.85,468.06915159
1483254660,969.9,969.9,969.9,969.9,133.26426
1483254720,969.91,969.91,969.55,969.55,32.84480730000001
1483254780,969.9,969.9,969.9,969.9,15.402012
1483254840,969.9,969.9,969.9,969.9,24.897333
1483254900,969.88,969.88,969.88,969.88,58.23159520000001
1483254960,969.56,969.56,969.33,969.48,1883.7878971999999
1483255020,969.2,969.2,969.19,969.19,136.938168
1483255080,969.18,969.18,968.54,968.54,1095.7571479
1483255140,969.14,969.15,969.06,969.07,606.0179168
1483255200,969.16,969.16,969.16,969.16,430.75285360000004
1483255260,969.16,969.16,969.16,969.16,288.8678296
1483255320,969.16,969.34,968.97,968.97,731.46299834
1483255380,969.52,969.98,969.52,969.98,4795.656953199999
1483255440,970.0,970.23,969.98,970.23,1846.3248311999998
1483255500,970.22,970.22,969.75,969.75,205.8690384
1483255560,969.75,969.75,969.18,969.75,3103.1606563
1483255620,969.72,969.76,969.72,969.76,162.3411936
1483255680,969.75,969.75,969.02,969.7,2569.2122039
1483255740,969.63,969.64,969.63,969.64,67.5450218
1483255800,969.37,969.48,969.32,969.48,402.05643557
1483255860,969.37,969.48,969.32,969.48,402.05643557
1483255920,969.32,969.32,969.32,969.32,378.49038039999994
1483255980,969.32,969.32,969.32,969.32,1063.7996204
1483256040,969.31,969.49,968.89,969.49,638.68713995
1483256100,969.77,969.77,969.77,969.77,159.88597990000002
1483256160,969.27,969.28,969.27,969.28,321.6742787
1483256220,969.28,969.28,969.28,969.28,60.27952320000001
1483256280,969.28,969.28,969.28,969.28,161.63713280000002
1483256340,969.28,969.91,969.28,969.91,2355.1854795000004
1483256400,969.9,970.15,969.9,970.15,1075.419708
1483256460,970.22,970.22,970.22,970.22,315.127456
1483256520,970.22,970.22,970.22,970.22,544.0217584
1483256580,970.22,970.22,970.08,970.08,372.75189
1483256640,969.95,969.95,969.95,969.95,913.9353875
1483256700,969.95,969.95,969.93,969.93,761.4176452
1483256760,969.91,969.91,969.91,969.91,2106.4699362
1483256820,969.91,969.91,969.9,969.9,549.1783452999999
1483256880,969.9,969.9,969.9,969.9,144.641187
1483256940,969.91,969.91,969.29,969.29,2774.7455410999996
1483257000,969.64,969.64,969.52,969.52,188.5531524
1483257060,969.53,969.53,969.53,969.53,2953.3241141999997
1483257120,969.52,969.52,968.59,968.59,1200.8536399
1483257180,968.84,968.84,968.84,968.84,880.5399223999999
1483257240,968.86,968.86,968.84,968.84,215.3966366
1483257300,968.86,969.52,968.86,969.5,7396.986233
1483257360,969.5,969.5,969.2,969.2,768.784274
1483257420,968.93,969.0,968.93,969.0,155.7979619
1483257480,968.99,969.09,968.91,968.91,2565.9630165999997
1483257540,969.31,969.47,969.31,969.47,1041.711922
1483257600,969.04,969.05,969.04,969.05,1246.1102445000001
1483257660,969.04,969.04,969.04,969.04,4845.2
1483257720,969.04,969.04,968.48,968.5,9686.483459000001
1483257780,968.52,968.53,968.5,968.5,1870.4706747000002
1483257840,968.52,968.95,968.51,968.95,229.6200676
1483257900,968.93,968.93,968.93,968.93,95.1683046
1483257960,968.93,969.02,968.93,968.96,1777.4475426
1483258020,968.96,969.03,968.96,969.03,194.1729311
1483258080,969.01,969.02,968.3,968.3,15302.019481
1483258140,968.64,968.64,968.6,968.6,355.898288
1483258200,968.6,968.62,968.6,968.62,1553.6401136
1483258260,968.76,968.8,968.76,968.8,297.83506560000006
1483258320,968.79,968.79,968.69,968.69,511.35551060000006
1483258380,968.79,968.79,968.66,968.66,242.87561069999998
1483258440,968.7,968.7,968.7,968.7,44.628009000000006
1483258500,968.71,969.05,968.71,969.05,4689.9141516
1483258560,968.98,969.1,968.98,969.1,522.6491639
1483258620,969.1,969.1,969.1,969.1,202.822939
1483258680,968.73,968.8,968.73,968.79,1466.8254106
1483258740,968.83,968.83,968.83,968.83,72.6719383
1483258800,968.91,968.92,968.91,968.92,213.8872721
1483258860,969.21,969.24,969.19,969.21,515.9903791
1483258920,969.22,969.37,969.22,969.33,2677.5457923
1483258980,969.36,969.36,969.1,969.1,84.52709300000001
1483259040,969.37,969.37,969.37,969.37,13.3966934
1483259100,969.31,969.32,969.31,969.32,337.1579702
1483259160,968.71,969.29,968.54,969.29,616.93337154
1483259220,969.3,969.38,969.3,969.38,2161.5258075999996
1483259280,969.46,969.46,969.46,969.46,356.373496
1483259340,969.49,969.49,968.74,969.49,181.46236694
1483259400,968.68,969.33,968.67,969.33,632.7793512999999
1483259460,969.36,969.49,969.36,969.49,624.8044905
1483259520,969.48,969.48,969.48,969.48,100.632024
1483259580,969.48,969.48,969.48,969.48,197.725446
1483259640,969.47,969.47,969.47,969.47,361.1469644
1483259700,968.83,969.49,968.83,969.49,5069.3067977
1483259760,969.49,969.58,969.49,969.58,558.1877868
1483259820,969.46,969.47,969.46,969.47,1049.3731094
1483259880,969.47,969.47,969.47,969.47,94.814166
1483259940,969.47,969.47,969.47,969.47,419.4799743
1483260000,969.34,969.47,969.34,969.47,134.7356016
1483260060,968.99,968.99,968.59,968.59,4843.172216
1483260120,968.61,968.75,968.38,968.38,6034.642291800001
1483260180,968.37,968.37,968.29,968.29,1070.9381833999998
1483260240,968.78,968.78,968.78,968.78,10.5306386
1483260300,968.79,968.79,968.79,968.79,95.7455157
1483260360,968.8,968.82,968.8,968.82,4561.839590199999
1483260420,968.37,968.37,968.11,968.11,939.699466
1483260480,968.31,968.8,968.31,968.8,266.66123849999997
1483260540,968.78,968.78,968.78,968.78,61.798476199999996
1483260600,968.79,968.95,968.79,968.95,820.6249235
1483260660,969.02,969.11,968.7,968.7,701.58644923
1483260720,969.11,969.28,969.11,969.27,92.50489329999999
1483260780,969.07,969.27,969.07,969.27,149.5649091
1483260840,969.26,969.29,968.64,968.64,2543.1535814
1483260900,969.17,969.3,969.17,969.3,252.84633399999998
1483260960,968.91,969.19,968.63,969.19,1898.1582755999998
1483261020,969.19,969.31,969.19,969.31,57.333818900000004
1483261080,968.9,968.9,968.75,968.75,608.489527
1483261140,969.15,969.15,969.15,969.15,187.9084935
1483261200,969.16,969.29,969.16,969.29,86.8858166
1483261260,968.83,968.83,968.67,968.67,1095.9124277
1483261320,968.71,968.96,968.6,968.96,707.6862085
1483261380,968.76,968.77,968.76,968.77,147.8138476
1483261440,968.63,968.76,968.63,968.76,219.92035519999996
1483261500,968.76,968.77,968.76,968.77,303.9493875
1483261560,968.77,968.77,968.64,968.64,213.9175139
1483261620,968.76,968.77,968.76,968.77,194.41166230000002
1483261680,968.77,968.77,968.77,968.77,99.63799449999999
1483261740,968.77,968.77,968.77,968.77,26.4861718
1483261800,968.77,969.3,968.77,969.3,5101.451817
1483261860,969.16,969.3,969.16,969.3,975.010328
1483261920,968.84,969.33,968.81,969.33,751.4095848
1483261980,969.33,969.33,969.33,969.33,99.24969870000001
1483262040,969.3,969.34,969.3,969.34,156.4668628
1483262100,969.34,969.44,969.34,969.44,58.306852838000005
1483262160,969.5,969.5,969.5,969.5,328.79543501
1483262220,969.5,969.5,969.5,969.5,328.79543501
1483262280,969.5,969.5,969.5,969.5,19.88857507
1483262340,969.5,969.5,969.5,969.5,19.88857507
1483262400,969.51,969.59,969.51,969.59,999.6048949999999
1483262460,969.43,969.77,969.43,969.77,160.69714792
1483262520,969.77,969.79,969.77,969.79,561.07492
1483262580,969.8,969.8,969.79,969.79,388.85071150000005
1483262640,969.8,969.83,969.49,969.83,832.0535061
1483262700,969.79,969.79,969.79,969.79,50.3417989
1483262760,969.85,969.85,969.85,969.85,32.33188945
1483262820,969.85,969.85,969.85,969.85,120.66873700000001
1483262880,969.85,969.85,969.85,969.85,124.09230749999999
1483262940,969.84,969.85,969.84,969.85,491.72984321
1483263000,969.84,969.85,969.84,969.85,4912.9373463
1483263060,969.84,969.85,969.84,969.85,4912.9373463
1483263120,969.85,969.85,969.85,969.85,625.96815183
1483263180,969.85,970.16,969.85,970.16,4850.5200596
1483263240,970.2,970.23,970.2,970.23,3354.728904
1483263300,970.23,970.38,970.23,970.38,169.6515892
1483263360,970.38,970.38,970.38,970.38,364.8725838
1483263420,970.38,970.38,970.38,970.38,443.8227006
1483263480,970.38,970.38,970.38,970.38,443.8227006
1483263540,970.38,970.38,970.38,970.38,410.2475526
1483263600,970.37,970.68,970.37,970.68,4995.6671387
1483263660,970.65,970.65,970.65,970.65,82.563489
1483263720,970.65,970.65,970.65,970.65,10.715976
1483263780,970.65,970.65,969.7,970.63,4987.4418173
1483263840,970.4,970.4,969.74,969.95,3911.6814625
1483263900,969.93,970.58,969.93,970.08,612.50703392
1483263960,970.41,970.62,970.41,970.62,1686.1759332000001
1483264020,970.2,970.6,970.2,970.6,208.17331000000001
1483264080,970.2,970.31,970.2,970.31,194.38817924
1483264140,970.3,970.3,970.3,970.3,80.185592
1483264200,970.52,970.52,970.52,970.52,288.5453012
1483264260,970.52,970.52,970.41,970.41,1598.4386572
1483264320,970.4,970.4,970.08,970.39,694.2351663
1483264380,970.09,970.09,970.09,970.09,61.639518599999995
1483264440,970.1,970.1,970.1,970.1,322.06349900000004
